Speler;Link;Datum;Speelronde;P_Gespeeld;P_Gewonnen;P_Gelijk;P_Verloren;P_Kaart_Geel;P_Kaart_Rood;P_Doelpunt;P_Assist;P_Tegendoelpunt;P_Eigen_Doelpunt;P_Clean_Sheet;P_Penalty_Gescoord;P_Penalty_Gemist;P_Penalty_Gestopt;P_Totaal
O. Braude;/players/oliver-johansen-braude/794018/;2024-08-17;2;1.4666666666666666;0.0;0.4888888888888889;0.0;-2.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;-0.04444444444444451
I. Nicolăescu;/players/ion-nicolescu/446191/;2024-08-17;2;0.6000000000000001;0.0;0.2;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.8
L. Smans;/players/levi-smans/757104/;2024-08-17;2;0.4;0.0;0.13333333333333333;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.5333333333333333
D. Rallis;/players/dimitris-rallis/982464/;2024-08-17;2;;;;;;;;;;;;;;;0
Hussein Ali;/players/hussein-ali/573309/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Ahmed;/players/isaiah-ahmed/982466/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Oostra;/players/ties-oostra/982465/;2024-08-17;2;;;;;;;;;;;;;;;0
A. Noppert;/players/andries-noppert/300862/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
B. Klaverboer;/players/bernt-klaverboer/645513/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
V. Barkas;/players/vasileios-barkas/272919/;2024-08-17;2;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
N. Viergever;/players/nick--viergever/78529/;2024-08-17;2;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
M. van der Hoorn;/players/mike-van-der-hoorn/190540/;2024-08-17;2;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
S. Horemans;/players/siebe-horemans/399758/;2024-08-17;2;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
S. El Karouani;/players/souffian-elkarouani/537878/;2024-08-17;2;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.0
J. Toornstra;/players/jens-toornstra/110217/;2024-08-17;2;2.6333333333333333;0.0;0.8777777777777778;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.511111111111111
P. Aaronson;/players/paxten-aaronson/576828/;2024-08-17;2;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;5.0;0.0;-0.0;0.0;0.0;-0.0;0.0;9.0
A. Engwanda;/players/alonzo-engwanda/638250/;2024-08-17;2;2.1999999999999997;0.0;0.7333333333333333;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.933333333333333
Zidane Iqbal;/players/zidane-iqbal/644834/;2024-08-17;2;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
O. Romeny;/players/ole-ter-haar-romeny/532140/;2024-08-17;2;3.0;0.0;1.0;0.0;-2.0;-0.0;8.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;10.0
D. Min;/players/david-min/587715/;2024-08-17;2;2.1999999999999997;0.0;0.7333333333333333;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.933333333333333
N. Ohio;/players/noah-ohio/571268/;2024-08-17;2;0.8;0.0;0.26666666666666666;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0666666666666667
C. Bozdoğan;/players/can-bozdogan/529101/;2024-08-17;2;0.8;0.0;0.26666666666666666;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;-0.9333333333333333
V. Jensen;/players/victor-jensen/460509/;2024-08-17;2;0.36666666666666664;0.0;0.12222222222222222;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.4888888888888889
T. Booth;/players/taylor-booth/441556/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
S. Andersen;/players/silas-andersen/655434/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Descotte;/players/anthony-descotte/638248/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Brouwer;/players/michael-brouwer/250395/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Mukeh;/players/joshua-mukeh/687903/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Didden;/players/matisse-didden/541794/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. de Graaff;/players/tom-gerard-de-graaff/783148/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. van Hees;/players/rickson-van-hees/632816/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Blake;/players/adrian-blake/695557/;2024-08-17;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
F. de Keijzer;/players/fabian-de-keijzer/463695/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Mirani;/players/damon-mirani/289811/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Mesík;/players/ivan-mesik/513503/;2024-08-18;2;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-3.0;-3.0;0.0;0.0;-0.0;0.0;-5.0
R. Roosken;/players/ruben-roosken/618143/;2024-08-18;2;2.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
M. Benita;/players/mimeirhel-benita/645525/;2024-08-18;2;2.833333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;-0.16666666666666696
M. Engels;/players/mario-engels/243044/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
D. van Kaam;/players/daniel-van-kaam/477595/;2024-08-18;2;2.833333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.833333333333333
B. De Keersmaecker;/players/brian-de-keersmaecker/605558/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;3.0;-0.0;0.0;6.0
S. ’t Zand;/players/shiloh-t-zand/824640/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
B. Limbombe;/players/bryan-limbombe/632518/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
J. Talvitie;/players/juho-talvitie/701365/;2024-08-18;2;2.1999999999999997;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.1999999999999997
L. Milani;/players/lorenzo-milani/664147/;2024-08-18;2;1.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
S. Scheperman for S. ’t Zand 66';/players/sem-scheperman/641190/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Wieckhoff;/players/jannes-luca-wieckhoff/497167/;2024-08-18;2;0.8;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.8
J. Bruijn;/players/jordy-bruijn/314251/;2024-08-18;2;0.16666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.16666666666666666
G. Sambo;/players/giandro-alejandro-sambo/892464/;2024-08-18;2;0.16666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.16666666666666666
K. Leerdam;/players/kelvin-leerdam/68354/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Codinha;/players/tiago-codinha/982441/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Bruns;/players/thomas-bruns/168503/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Satriano;/players/antonio-satriano/688357/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Mantel;/players/robin-mantel/502712/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Tijink;/players/jop-tijink/970328/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Jansink;/players/timo-jansink/632823/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
W. Benítez;/players/walter-benitez/210145/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
O. Boscagli;/players/olivier-boscagli/329542/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
F. Oppegård;/players/fredrik-oppegard/575059/;2024-08-18;2;2.1999999999999997;1.4666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;2.666666666666666
R. Flamingo;/players/ryan-flamingo/627724/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
J. Schouten;/players/jerdy-schouten/448432/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;5.0
J. Veerman;/players/joey--veerman/459312/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;5.0
R. Ledezma;/players/richard-ledezma/512218/;2024-08-18;2;2.4333333333333336;1.6222222222222222;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.055555555555555
M. Tillman;/players/malik-tillman/561787/;2024-08-18;2;1.5333333333333332;1.0222222222222221;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.5555555555555554
L. de Jong;/players/luuk-de-jong/65056/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;4.0;0.0;-0.0;0.0;0.0;-0.0;0.0;9.0
N. Lang;/players/noa-lang/463018/;2024-08-18;2;2.4333333333333336;1.6222222222222222;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.055555555555555
J. Bakayoko;/players/johan-bakayoko/638229/;2024-08-18;2;2.3000000000000003;1.5333333333333334;0.0;0.0;-0.0;-0.0;8.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;11.833333333333334
G. Til;/players/guus-til/451981/;2024-08-18;2;1.4666666666666666;0.9777777777777777;0.0;0.0;-0.0;-0.0;0.0;5.0;0.0;-0.0;0.0;0.0;-0.0;0.0;7.444444444444445
M. Dams;/players/matteo-dams/805736/;2024-08-18;2;0.8;0.5333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;1.3333333333333335
H. Lozano;/players/hirving-rodrigo-lozano-bahena/327531/;2024-08-18;2;0.7;0.4666666666666667;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.1666666666666665
J. Teze;/players/jordan-teze/426583/;2024-08-18;2;0.5666666666666667;0.37777777777777777;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.9444444444444444
C. Driouech;/players/couhaib-driouech/632812/;2024-08-18;2;0.5666666666666667;0.37777777777777777;0.0;0.0;-0.0;-0.0;8.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;8.944444444444445
N. Schiks;/players/niek-schiks/643502/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Drommel;/players/joel-drommel/355869/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Land;/players/tygo-land/830551/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Babadi;/players/isaac-babadi/700867/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Pepi;/players/ricardo-pepi/523964/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Didillon-Hödl;/players/thomas-didillon/259971/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;17.0
M. Tirpan;/players/mickael-tirpan/202469/;2024-08-18;2;2.933333333333333;1.9555555555555555;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;9.777777777777777;0.0;-0.0;0.0;14.666666666666664
R. Behounek;/players/raffael-behounek/408747/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
T. St. Jago;/players/tommy-st-jago/477596/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
R. Sigurgeirsson;/players/runar-thor-sigurgeirsson/491746/;2024-08-18;2;3.0;2.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;13.0
A. Lachkar;/players/amine-lachkar/876151/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
J. Bosch;/players/jesse-bosch/621347/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;8.0
R. Meerveld;/players/ringo-meerveld/623815/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;17.0
C. Sandra;/players/cisse-sandra/638266/;2024-08-18;2;3.0;2.0;0.0;0.0;-2.0;-0.0;0.0;5.0;0.0;-0.0;3.0;0.0;-0.0;0.0;11.0
N. Doodeman;/players/nick-doodeman/454478/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.0;0.0;-0.0;0.0;6.0
K. Vaesen;/players/kyan-vaesen/620620/;2024-08-18;2;2.6;1.7333333333333334;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.8666666666666667;3.0;-0.0;0.0;8.200000000000001
J. Bokila;/players/jeremy-bokila/49538/;2024-08-18;2;0.4;0.26666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.13333333333333333;0.0;-0.0;0.0;0.8
V. Vermeulen;/players/valentino-vermeulen/523467/;2024-08-18;2;0.06666666666666667;0.044444444444444446;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.22222222222222224;0.0;-0.0;0.0;0.33333333333333337
J. Mathijsen;/players/jens-mathijsen/982233/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Smits;/players/joshua-smits/149369/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Mathieu;/players/dani-mathieu/567744/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. de Waal;/players/max-de-waal/632222/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
K. Razak;/players/khaled-razak/882843/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
P. van Loon;/players/per-van-loon/982232/;2024-08-18;2;;;;;;;;;;;;;;;0
P. Joosten;/players/patrick-joosten/394561/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
E. Kehrer;/players/emilio-kehrer/609627/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Nizet;/players/rob-nizet/575071/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
C. van den Berg;/players/connor-van-den-berg/569426/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Plogmann;/players/luca-plogmann/470121/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
J. Kramer;/players/joris-kramer/402051/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
M. Deijl;/players/mats-deijl/402457/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
D. James;/players/dean-ruben--james/537308/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
J. Amofa;/players/jamal-amofa/668121/;2024-08-18;2;2.7;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;-1.2999999999999998
E. Llansana;/players/enric-llansana/515466/;2024-08-18;2;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
E. Linthorst;/players/evert-linthorst/546756/;2024-08-18;2;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.5333333333333332
V. Edvardsen;/players/victor-edvardsen/409168/;2024-08-18;2;2.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.0
B. Adekanye;/players/bobby-adekanye/427040/;2024-08-18;2;2.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.0
S. Tengstedt;/players/soren-tengstedt/615917/;2024-08-18;2;2.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.0
J. Breum;/players/jakob-breum/658739/;2024-08-18;2;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
C. Twigt;/players/calvin-twigt/669594/;2024-08-18;2;1.4666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.4666666666666666
M. Suray;/players/mathis-suray/517358/;2024-08-18;2;1.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
O. Antman;/players/oliver-antman/547497/;2024-08-18;2;1.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
F. Stokkers;/players/finn-stokkers/319661/;2024-08-18;2;1.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
G. Nauber;/players/gerrit-nauber/102528/;2024-08-18;2;0.30000000000000004;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.30000000000000004
L. Everink;/players/luca-everink/628510/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Weijenberg;/players/robbin-weijenberg/857132/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
N. Verdoni;/players/nando-verdoni/813110/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
S. Jansen;/players/sven-jansen/421540/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Baeten;/players/thibo-baeten/571905/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Bielica;/players/daniel-bielica/555492/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
J. Van den Bergh;/players/jan-van-den-bergh/354185/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;16.0
B. Lucassen;/players/boyd-lucassen/453952/;2024-08-18;2;2.6333333333333333;1.7555555555555555;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;3.3888888888888893
B. Kemper;/players/boy-kemper/463009/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
L. Greiml;/players/leo-greiml/517683/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
C. Valerius;/players/cherrion-valerius/947863/;2024-08-18;2;2.1999999999999997;1.4666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;2.666666666666666
D. Janošek;/players/dominik-janosek/492661/;2024-08-18;2;2.966666666666667;1.9777777777777779;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.944444444444445
M. Garbett;/players/matthew-garbett/577465/;2024-08-18;2;2.1999999999999997;1.4666666666666666;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;12.666666666666666
C. Staring;/players/casper-staring/628494/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;5.0
M. Balard;/players/maximilien-balard/643695/;2024-08-18;2;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;5.0
E. Ómarsson;/players/elias-mar-omarsson/213035/;2024-08-18;2;2.1999999999999997;1.4666666666666666;0.0;0.0;-0.0;-0.0;0.0;4.0;0.0;-0.0;0.0;0.0;-0.0;0.0;7.666666666666666
M. Koscelník;/players/martin-koscelnik/353345/;2024-08-18;2;0.8;0.5333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;1.3333333333333335
K. Kostorz;/players/kacper-kostorz/485378/;2024-08-18;2;0.8;0.5333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.3333333333333335
R. Paula;/players/raul-paula/640610/;2024-08-18;2;0.8;0.5333333333333333;0.0;0.0;-0.0;-0.0;0.0;5.0;0.0;-0.0;0.0;0.0;-0.0;0.0;6.333333333333334
R. Kuijpers;/players/roy-kuijpers/663306/;2024-08-18;2;0.36666666666666664;0.24444444444444444;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.611111111111111
L. Mol;/players/lars-mol/923583/;2024-08-18;2;0.03333333333333333;0.022222222222222223;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.05555555555555555
Manel Royo;/players/manel-royo-castell/354951/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. van Reeuwijk;/players/daan-van-reeuwijk/980107/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Kaied;/players/adam-kaied/693342/;2024-08-18;2;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
