Coach;Speler;Speelronde;Rugnummer;Naam;Positie;Link;SW_Naam;SW_ID;Team;Naam_fix;P_Totaal
Vishandel Makaay;T. Buitink;13;29.0;T. Buitink;A;/players/thomas-buitnik/457668/;thomas-buitnik;457668.0;bvo-fc-zwolle;T. Buitink;0.0
Friggles;L. Unnerstall;13;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;17.0
Friggles;T. Quintero;13;;T. Quintero;V;/players/teo-quintero/565562/;teo-quintero;565562.0;sparta-rotterdam-bv;T. Quintero;
Friggles;M. Deijl;13;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;2.0
Friggles;S. El Karouani;13;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;4.0
Friggles;S. Mijnans;13;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;3.0
Friggles;D. Proper;13;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;
Friggles;M. Kohlert;13;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;0.0
Friggles;S. 't Zand;13;25.0;S. 't Zand;M;/players/shiloh-t-zand/824640/;shiloh-t-zand;824640.0;feyenoord-rotterdam-nv;S. 't Zand;0.71
Friggles;Q. Timber;13;8.0;Q. Timber;M;/players/quinten-maduro/463017/;quinten-maduro;463017.0;feyenoord-rotterdam-nv;Q. Timber;5.0
Friggles;L. de Jong;13;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;9.0
Friggles;B. Brobbey;13;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;1.94
Jay-Jay;N. Olij;13;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;-1.0
Jay-Jay;S. Maikuma;13;16.0;S. Maikuma;V;/players/seiya-maikuma/651537/;seiya-maikuma;651537.0;stichting-az;S. Maikuma;0.0
Jay-Jay;M. Deijl;13;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;2.0
Jay-Jay;S. El Karouani;13;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;4.0
Jay-Jay;Ivo Pinto;13;12.0;Ivo Pinto;V;/players/ivo-pinto/86672/;ivo-pinto;86672.0;fortuna-sittard;Ivo Pinto;15.0
Jay-Jay;L. de Jong;13;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;9.0
Jay-Jay;Rober;13;7.0;Róber;M;/players/roberto-gonzalez-bayon/500171/;roberto-gonzalez-bayon;500171.0;nijmegen-eendracht-combinatie;Rober;7.02
Jay-Jay;S. Olsson;13;19.0;S. Olsson;M;/players/simon-olsson/423888/;simon-olsson;423888.0;sportclub-heerenveen;S. Olsson;0.0
Jay-Jay;Q. Timber;13;8.0;Q. Timber;M;/players/quinten-maduro/463017/;quinten-maduro;463017.0;feyenoord-rotterdam-nv;Q. Timber;5.0
Jay-Jay;B. Brobbey;13;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;1.94
Jay-Jay;S. Lammers;13;10.0;S. Lammers;A;/players/sam-lammers/407736/;sam-lammers;407736.0;stichting-fc-twente-65;S. Lammers;13.07
Rucebo;V. Barkas;13;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;4.0
Rucebo;Ivo Pinto;13;12.0;Ivo Pinto;V;/players/ivo-pinto/86672/;ivo-pinto;86672.0;fortuna-sittard;Ivo Pinto;15.0
Rucebo;J. Hato;13;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;9.0
Rucebo;D. Hancko;13;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;3.0
Rucebo;M. Deijl;13;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;2.0
Rucebo;S. Steijn;13;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;
Rucebo;A. Verschueren;13;32.0;A. Verschueren;M;/players/arno-vershueren/319385/;arno-vershueren;319385.0;stichting-fc-twente-65;A. Verschueren;3.0
Rucebo;L. Brouwers;13;8.0;L. Brouwers;M;/players/luuk-brouwers/402458/;luuk-brouwers;402458.0;sportclub-heerenveen;L. Brouwers;1.53
Rucebo;T. Parrott;13;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;11.0
Rucebo;L. de Jong;13;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;9.0
Rucebo;K. Ogawa;13;18.0;K. Ogawa;A;/players/koki-ogawa/435835/;koki-ogawa;435835.0;nijmegen-eendracht-combinatie;K. Ogawa;20.27
tukkeRoel;V. Barkas;14;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;17.0
tukkeRoel;D. Hancko;14;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;10.0
tukkeRoel;J. Hato;14;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;0.0
tukkeRoel;M. Kohlert;14;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;15.0
tukkeRoel;C. Verdonk;14;24.0;C. Verdonk;V;/players/calvin-verdonk/319288/;calvin-verdonk;319288.0;nijmegen-eendracht-combinatie;C. Verdonk;15.0
tukkeRoel;F. Krastev;14;50.0;F. Krastev;M;/players/filip-yavorov-krastev/550509/;filip-yavorov-krastev;550509.0;bvo-fc-zwolle;F. Krastev;0.11
tukkeRoel;S. Mijnans;14;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;3.0
tukkeRoel;A. Verschueren;14;32.0;A. Verschueren;M;/players/arno-vershueren/319385/;arno-vershueren;319385.0;stichting-fc-twente-65;A. Verschueren;3.0
tukkeRoel;S. Steijn;14;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;1.29
tukkeRoel;M. Deijl;14;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;2.0
tukkeRoel;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
methodmich;V. Barkas;14;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;17.0
methodmich;M. Dijks;14;35.0;M. Dijks;V;/players/mitchel-dijks/219029/;mitchel-dijks;219029.0;fortuna-sittard;M. Dijks;0.07
methodmich;D. Hancko;14;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;10.0
methodmich;M. Kohlert;14;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;15.0
methodmich;S. Mijnans;14;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;3.0
methodmich;S. 't Zand;14;25.0;S. 't Zand;M;/players/shiloh-t-zand/824640/;shiloh-t-zand;824640.0;feyenoord-rotterdam-nv;S. 't Zand;0.17
methodmich;S. Steijn;14;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;1.29
methodmich;K. Sano;14;23.0;K. Sano;M;/players/kodai-sano/815318/;kodai-sano;815318.0;nijmegen-eendracht-combinatie;K. Sano;8.0
methodmich;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
methodmich;W. Weghorst;14;25.0;W. Weghorst;A;/players/wout-weghorst/255205/;wout-weghorst;255205.0;afc-ajax;W. Weghorst;3.11
methodmich;T. Lauritsen;14;;T. Lauritsen;A;/players/tobias-lauritsen/406745/;tobias-lauritsen;406745.0;sparta-rotterdam-bv;T. Lauritsen;3.0
FMNederland;V. Barkas;14;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;17.0
FMNederland;M. Kohlert;14;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;15.0
FMNederland;M. Deijl;14;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;2.0
FMNederland;C. Verdonk;14;24.0;C. Verdonk;V;/players/calvin-verdonk/319288/;calvin-verdonk;319288.0;nijmegen-eendracht-combinatie;C. Verdonk;15.0
FMNederland;O. Boscagli;14;18.0;O. Boscagli;V;/players/olivier-boscagli/329542/;olivier-boscagli;329542.0;psv-nv;O. Boscagli;15.0
FMNederland;S. Bastien;14;22.0;S. Bastien;M;/players/samuel-bastien/314097/;samuel-bastien;314097.0;fortuna-sittard;S. Bastien;3.0
FMNederland;S. Steijn;14;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;1.29
FMNederland;Q. Timber;14;8.0;Q. Timber;M;/players/quinten-maduro/463017/;quinten-maduro;463017.0;feyenoord-rotterdam-nv;Q. Timber;3.39
FMNederland;T. Robinet;14;9.0;T. Robinet;A;/players/thomas-robinet/312659/;thomas-robinet;312659.0;fc-omniworld;T. Robinet;
FMNederland;T. Lauritsen;14;;T. Lauritsen;A;/players/tobias-lauritsen/406745/;tobias-lauritsen;406745.0;sparta-rotterdam-bv;T. Lauritsen;3.0
FMNederland;T. Parrott;14;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;3.0
crispy;L. Unnerstall;14;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;2.0
crispy;B. Pereira;14;2.0;B. Pereira;V;/players/brayann-pereira/640596/;brayann-pereira;640596.0;nijmegen-eendracht-combinatie;B. Pereira;19.0
crispy;S. El Karouani;14;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;15.0
crispy;M. Kohlert;14;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;15.0
crispy;D. Hancko;14;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;10.0
crispy;J. Schreuders;14;14.0;J. Schreuders;M;/players/jorg-schreuders/877779/;jorg-schreuders;877779.0;stichting-fc-groningen;J. Schreuders;8.0
crispy;A. Verschueren;14;32.0;A. Verschueren;M;/players/arno-vershueren/319385/;arno-vershueren;319385.0;stichting-fc-twente-65;A. Verschueren;3.0
crispy;S. Mijnans;14;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;3.0
crispy;A. Halilovic;14;10.0;A. Halilović;M;/players/alen-halilovi/270136/;alen-halilovi;270136.0;fortuna-sittard;A. Halilovic;2.63
crispy;K. Taylor;14;8.0;K. Taylor;M;/players/kenneth-taylor/508784/;kenneth-taylor;508784.0;afc-ajax;K. Taylor;13.11
crispy;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
svvthomas;N. Olij;14;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;2.0
svvthomas;M. Deijl;14;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;2.0
svvthomas;D. Hancko;14;33.0;D. Hancko;V;/players/david-hancko/391059/;david-hancko;391059.0;feyenoord-rotterdam-nv;D. Hancko;10.0
svvthomas;D. Mirani;14;4.0;D. Mirani;V;/players/damon-mirani/289811/;damon-mirani;289811.0;stichting-heracles-almelo;D. Mirani;2.0
svvthomas;C. Sandra;14;14.0;C. Sandra;M;/players/cisse-sandra/638266/;cisse-sandra;638266.0;sbv-willem-ii-tilburg;C. Sandra;13.44
svvthomas;D. Janosek;14;39.0;D. Janošek;M;/players/dominik-janosek/492661/;dominik-janosek;492661.0;nac-bv;D. Janosek;0.93
svvthomas;L. Brouwers;14;8.0;L. Brouwers;M;/players/luuk-brouwers/402458/;luuk-brouwers;402458.0;sportclub-heerenveen;L. Brouwers;11.0
svvthomas;S. Steijn;14;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;1.29
svvthomas;T. Parrott;14;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;3.0
svvthomas;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
svvthomas;B. Brobbey;14;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;0.89
El Cid;L. Unnerstall;14;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;2.0
El Cid;P. Bochniewicz;14;5.0;P. Bochniewicz;V;/players/pawe-bochniewicz/273911/;pawe-bochniewicz;273911.0;sportclub-heerenveen;P. Bochniewicz;15.0
El Cid;B. Nieuwkoop;14;2.0;B. Nieuwkoop;V;/players/bart-nieuwkoop/275124/;bart-nieuwkoop;275124.0;feyenoord-rotterdam-nv;B. Nieuwkoop;0.0
El Cid;D. van der Kust;14;;D. van der Kust;V;/players/djevencio-van-der-kust/569309/;djevencio-van-der-kust;569309.0;sparta-rotterdam-bv;D. van der Kust;
El Cid;A. Halilovic;14;10.0;A. Halilović;M;/players/alen-halilovi/270136/;alen-halilovi;270136.0;fortuna-sittard;A. Halilovic;2.63
El Cid;L. Valente;14;10.0;L. Valente;M;/players/luciano-valente/703884/;luciano-valente;703884.0;stichting-fc-groningen;L. Valente;7.02
El Cid;V. Jensen;14;7.0;V. Jensen;M;/players/victor-jensen/460509/;victor-jensen;460509.0;stichting-fc-utrecht;V. Jensen;5.24
El Cid;D. Proper;14;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;
El Cid;B. Traore;14;20.0;B. Traoré;A;/players/bertrand-traore/102801/;bertrand-traore;102801.0;afc-ajax;B. Traore;9.96
El Cid;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
El Cid;T. Parrott;14;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;3.0
Otis.;V. Barkas;14;1.0;V. Barkas;K;/players/vasileios-barkas/272919/;vasileios-barkas;272919.0;stichting-fc-utrecht;V. Barkas;17.0
Otis.;M. Deijl;14;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;2.0
Otis.;M. Hilgers;14;2.0;M. Hilgers;V;/players/mees-hilgers/627701/;mees-hilgers;627701.0;stichting-fc-twente-65;M. Hilgers;1.73
Otis.;J. Hato;14;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;0.0
Otis.;G. Smal;14;5.0;G. Smal;V;/players/gijs-smal/508760/;gijs-smal;508760.0;feyenoord-rotterdam-nv;G. Smal;3.61
Otis.;S. Mijnans;14;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;3.0
Otis.;Rober;14;7.0;Róber;M;/players/roberto-gonzalez-bayon/500171/;roberto-gonzalez-bayon;500171.0;nijmegen-eendracht-combinatie;Rober;6.13
Otis.;P. Clement;14;;P. Clement;M;/players/pelle-clement/379793/;pelle-clement;379793.0;sparta-rotterdam-bv;P. Clement;-0.47
Otis.;D. Karlsbakk;14;9.0;D. Karlsbakk;A;/players/daniel-seland-karlsbakk/629619/;daniel-seland-karlsbakk;629619.0;sportclub-heerenveen;D. Karlsbakk;
Otis.;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
Otis.;L. Kulenovic;14;19.0;L. Kulenović;A;/players/luka-kulenovi/631882/;luka-kulenovi;631882.0;stichting-heracles-almelo;L. Kulenovic;3.0
Gordon Shumway;S. Steijn;14;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;1.29
Gordon Shumway;B. Nieuwkoop;14;2.0;B. Nieuwkoop;V;/players/bart-nieuwkoop/275124/;bart-nieuwkoop;275124.0;feyenoord-rotterdam-nv;B. Nieuwkoop;0.0
Gordon Shumway;J. Hato;14;4.0;J. Hato;V;/players/jorrel-hato/783173/;jorrel-hato;783173.0;afc-ajax;J. Hato;0.0
Gordon Shumway;M. Kohlert;14;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;15.0
Gordon Shumway;C. Neghli;14;;C. Neghli;A;/players/camiel-neghli/680707/;camiel-neghli;680707.0;sparta-rotterdam-bv;C. Neghli;2.47
Gordon Shumway;L. Valente;14;10.0;L. Valente;M;/players/luciano-valente/703884/;luciano-valente;703884.0;stichting-fc-groningen;L. Valente;7.02
Gordon Shumway;D. Proper;14;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;
Gordon Shumway;V. Jensen;14;7.0;V. Jensen;M;/players/victor-jensen/460509/;victor-jensen;460509.0;stichting-fc-utrecht;V. Jensen;5.24
Gordon Shumway;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
Gordon Shumway;!K. Sierhuis;14;;;;;;;;;
Gordon Shumway;T. Parrott;14;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;3.0
Suikerbrood;N. Olij;14;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;2.0
Suikerbrood;S. Olsson;14;19.0;S. Olsson;M;/players/simon-olsson/423888/;simon-olsson;423888.0;sportclub-heerenveen;S. Olsson;0.0
Suikerbrood;D. Rensch;14;2.0;D. Rensch;V;/players/devyne-rensch/601396/;devyne-rensch;601396.0;afc-ajax;D. Rensch;2.0
Suikerbrood;J. Amofa;14;25.0;J. Amofa;V;/players/jamal-amofa/668121/;jamal-amofa;668121.0;stichting-go-ahead-eagles;J. Amofa;
Suikerbrood;N. Viergever;14;24.0;N. Viergever;V;/players/nick--viergever/78529/;nick--viergever;78529.0;stichting-fc-utrecht;N. Viergever;15.0
Suikerbrood;D. Proper;14;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;
Suikerbrood;M. Vlap;14;18.0;M. Vlap;M;/players/michel-vlap/407742/;michel-vlap;407742.0;stichting-fc-twente-65;M. Vlap;22.0
Suikerbrood;A. Halilovic;14;10.0;A. Halilović;M;/players/alen-halilovi/270136/;alen-halilovi;270136.0;fortuna-sittard;A. Halilovic;2.63
Suikerbrood;A. Ueda;14;9.0;A. Ueda;A;/players/ayase-ueda/551425/;ayase-ueda;551425.0;feyenoord-rotterdam-nv;A. Ueda;
Suikerbrood;R. van Bommel;14;7.0;R. van Bommel;A;/players/ruben-van-bommel/834074/;ruben-van-bommel;834074.0;stichting-az;R. van Bommel;
Suikerbrood;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
EnGCatjuh;N. Olij;14;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;2.0
EnGCatjuh;M. Kohlert;14;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;15.0
EnGCatjuh;O. Boscagli;14;18.0;O. Boscagli;V;/players/olivier-boscagli/329542/;olivier-boscagli;329542.0;psv-nv;O. Boscagli;15.0
EnGCatjuh;S. El Karouani;14;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;15.0
EnGCatjuh;A. Ueda;14;9.0;A. Ueda;A;/players/ayase-ueda/551425/;ayase-ueda;551425.0;feyenoord-rotterdam-nv;A. Ueda;
EnGCatjuh;J. Schreuders;14;14.0;J. Schreuders;M;/players/jorg-schreuders/877779/;jorg-schreuders;877779.0;stichting-fc-groningen;J. Schreuders;8.0
EnGCatjuh;D. Proper;14;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;
EnGCatjuh;S. Steijn;14;14.0;S. Steijn;M;/players/sem-steijn/560623/;sem-steijn;560623.0;stichting-fc-twente-65;S. Steijn;1.29
EnGCatjuh;T. Parrott;14;9.0;T. Parrott;A;/players/troy-parrot/515624/;troy-parrot;515624.0;stichting-az;T. Parrott;3.0
EnGCatjuh;B. Brobbey;14;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;0.89
EnGCatjuh;R. Meerveld;14;16.0;R. Meerveld;M;/players/ringo-meerveld/623815/;ringo-meerveld;623815.0;sbv-willem-ii-tilburg;R. Meerveld;5.0
Vishandel Makaay;R. Pasveer;14;22.0;R. Pasveer;K;/players/remko-pasveer/49689/;remko-pasveer;49689.0;afc-ajax;R. Pasveer;2.0
Vishandel Makaay;R. Flamingo;14;6.0;R. Flamingo;V;/players/ryan-flamingo/627724/;ryan-flamingo;627724.0;psv-nv;R. Flamingo;15.0
Vishandel Makaay;J. Lelieveld;14;2.0;J. Lelieveld;V;/players/julian-lelieveld/407738/;julian-lelieveld;407738.0;rkc-waalwijk;J. Lelieveld;0.0
Vishandel Makaay;K. Leerdam;14;18.0;K. Leerdam;V;/players/kelvin-leerdam/68354/;kelvin-leerdam;68354.0;stichting-heracles-almelo;K. Leerdam;0.0
Vishandel Makaay;M. Dijks;14;35.0;M. Dijks;V;/players/mitchel-dijks/219029/;mitchel-dijks;219029.0;fortuna-sittard;M. Dijks;0.07
Vishandel Makaay;T. Oosting;14;25.0;T. Oosting;M;/players/thijs-oosting/477591/;thijs-oosting;477591.0;stichting-fc-groningen;T. Oosting;0.0
Vishandel Makaay;E. van Ee;14;21.0;E. van Ee;M;/players/espen-van-ee/921919/;espen-van-ee;921919.0;sportclub-heerenveen;E. van Ee;6.0
Vishandel Makaay;P. Aaronson;14;21.0;P. Aaronson;M;/players/paxten-aaronson/576828/;paxten-aaronson;576828.0;stichting-fc-utrecht;P. Aaronson;17.0
Vishandel Makaay;R. Kuijpers;14;17.0;R. Kuijpers;A;/players/roy-kuijpers/663306/;roy-kuijpers;663306.0;nac-bv;R. Kuijpers;0.0
Vishandel Makaay;R. van Wolfswinkel;14;9.0;R. van Wolfswinkel;A;/players/ricky-van-wolfswinkel/59407/;ricky-van-wolfswinkel;59407.0;stichting-fc-twente-65;R. van Wolfswinkel;1.29
Vishandel Makaay;T. Buitink;14;29.0;T. Buitink;A;/players/thomas-buitnik/457668/;thomas-buitnik;457668.0;bvo-fc-zwolle;T. Buitink;0.0
Friggles;L. Unnerstall;14;1.0;L. Unnerstall;K;/players/lars-unnerstall/81320/;lars-unnerstall;81320.0;stichting-fc-twente-65;L. Unnerstall;2.0
Friggles;T. Quintero;14;;T. Quintero;V;/players/teo-quintero/565562/;teo-quintero;565562.0;sparta-rotterdam-bv;T. Quintero;
Friggles;M. Deijl;14;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;2.0
Friggles;S. El Karouani;14;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;15.0
Friggles;S. Mijnans;14;10.0;S. Mijnans;M;/players/sven-mijnans/566000/;sven-mijnans;566000.0;stichting-az;S. Mijnans;3.0
Friggles;D. Proper;14;71.0;D. Proper;M;/players/dirk-proper/525939/;dirk-proper;525939.0;nijmegen-eendracht-combinatie;D. Proper;
Friggles;M. Kohlert;14;11.0;M. Köhlert;V;/players/mats-kohlert/400423/;mats-kohlert;400423.0;sportclub-heerenveen;M. Kohlert;15.0
Friggles;S. 't Zand;14;25.0;S. 't Zand;M;/players/shiloh-t-zand/824640/;shiloh-t-zand;824640.0;feyenoord-rotterdam-nv;S. 't Zand;0.17
Friggles;Q. Timber;14;8.0;Q. Timber;M;/players/quinten-maduro/463017/;quinten-maduro;463017.0;feyenoord-rotterdam-nv;Q. Timber;3.39
Friggles;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
Friggles;B. Brobbey;14;9.0;B. Brobbey;A;/players/brian-brobbey/520146/;brian-brobbey;520146.0;afc-ajax;B. Brobbey;0.89
Jay-Jay;N. Olij;14;;N. Olij;K;/players/nick-olij/235322/;nick-olij;235322.0;sparta-rotterdam-bv;N. Olij;2.0
Jay-Jay;S. Maikuma;14;16.0;S. Maikuma;V;/players/seiya-maikuma/651537/;seiya-maikuma;651537.0;stichting-az;S. Maikuma;0.0
Jay-Jay;M. Deijl;14;2.0;M. Deijl;V;/players/mats-deijl/402457/;mats-deijl;402457.0;stichting-go-ahead-eagles;M. Deijl;2.0
Jay-Jay;S. El Karouani;14;16.0;S. El Karouani;V;/players/souffian-elkarouani/537878/;souffian-elkarouani;537878.0;stichting-fc-utrecht;S. El Karouani;15.0
Jay-Jay;Ivo Pinto;14;12.0;Ivo Pinto;V;/players/ivo-pinto/86672/;ivo-pinto;86672.0;fortuna-sittard;Ivo Pinto;0.1
Jay-Jay;L. de Jong;14;9.0;L. de Jong;A;/players/luuk-de-jong/65056/;luuk-de-jong;65056.0;psv-nv;L. de Jong;1.27
Jay-Jay;Rober;14;7.0;Róber;M;/players/roberto-gonzalez-bayon/500171/;roberto-gonzalez-bayon;500171.0;nijmegen-eendracht-combinatie;Rober;6.13
Jay-Jay;S. Olsson;14;19.0;S. Olsson;M;/players/simon-olsson/423888/;simon-olsson;423888.0;sportclub-heerenveen;S. Olsson;0.0
